2010-05-20 12:48:20 Notice: Notice (8): Undefined property: PostsController::$UserMst in [/var/www/staple/app/app_controller.php, line 70]
2012-04-15 22:12:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:14:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:14:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:15:20 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:15:43 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:15:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:15:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:16:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:16:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:16:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:16:57 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:16:57 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:17:19 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:17:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:17:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:17:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:17:36 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:17:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:18:05 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:18:05 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:18:36 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:18:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:18:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:20:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:20:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:21:24 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:21:32 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:22:36 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:22:43 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:23:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:23:29 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:23:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:23:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:24:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:24:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:25:27 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:25:36 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:25:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:25:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:26:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:26:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:27:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:29:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:29:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:29:47 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:29:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:29:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:30:02 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:30:06 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:30:56 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:31:20 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:31:36 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:31:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:31:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:32:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:32:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:32:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:33:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:33:08 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:33:12 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:33:15 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:33:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:37:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:38:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:39:41 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:39:45 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:39:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:40:31 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:40:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:40:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:41:06 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:41:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:42:43 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:50:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:51:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:51:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:53:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:53:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:55:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:55:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:55:27 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:55:41 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:56:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:56:38 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:56:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:56:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:57:05 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:57:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:57:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:57:41 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:58:19 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:58:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:59:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:59:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:00:15 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:00:40 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:00:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:00:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:00:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:01:02 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:01:08 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:01:29 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:01:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:02:03 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:03:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:03:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:03:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:04:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:05:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:06:15 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:06:20 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:06:23 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:06:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:06:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:07:23 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:07:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:07:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:07:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:08:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:08:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:08:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:09:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:09:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:09:57 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:10:15 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:10:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:10:40 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:10:41 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:10:48 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:10:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:11:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:11:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:11:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:11:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:12:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:12:20 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:12:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:13:29 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:13:41 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:14:25 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:14:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:14:43 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:14:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:14:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:20 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:57 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:15:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:16:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:17:05 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:20:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:20:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:20:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:20:45 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:20:45 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:15 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:19 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:20 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:21 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:21 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 23:21:43 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:01:57 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:02:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:03:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:04:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:04:30 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 54]
2012-04-16 00:04:30 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 00:04:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:04:38 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:05:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:09:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:09:48 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:15 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:31 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:50 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:10:56 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:06 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:06 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 54]
2012-04-16 00:11:06 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 00:11:06 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:49 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 54]
2012-04-16 00:11:49 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 00:11:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:54 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 54]
2012-04-16 00:11:54 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 00:11:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:11:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:12:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:12:13 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 00:12:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:12:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:12:17 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 00:12:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:12:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:12:28 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 00:12:29 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:12:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:13:14 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:13:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:13:36 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:13:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:17:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 00:17:25 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:31:45 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:31:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:31:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:32:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:33:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:33:27 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:33:27 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:33:57 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:34:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:34:31 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
